order_id,order_status,order_purchase_timestamp,order_delivered_customer_date,delivery_days,product_category_name,price,freight_value,product_weight_g,customer_id
dcb36b511fcac050b97cd5c05de84dc3,delivered,2018-06-07 19:03:12,2018-06-21 15:34:32,13.0,perfumaria,132.4,14.05,150.0,3b6828a50ffe546942b7a473d70ac0fc
403b97836b0c04a622354cf531062e5f,delivered,2018-01-02 19:00:43,2018-01-20 01:38:59,17.0,construcao_ferramentas_construcao,1299.0,77.45,20850.0,738b086814c6fcc74b8cc583f8516ee3
116f0b09343b49556bbad5f35bee0cdf,delivered,2017-12-26 23:41:31,2018-01-08 22:36:36,12.0,telefonia,27.99,15.1,300.0,3187789bec990987628d7a9beb4dd6ac
85ce859fd6dc634de8d2f1e290444043,delivered,2017-11-21 00:03:41,2017-11-27 18:28:00,6.0,cama_mesa_banho,17.9,11.85,250.0,059f7fc5719c7da6cbafe370971a8d70
83018ec114eee8641c97e08f7b4e926f,delivered,2017-10-26 15:54:26,2017-11-08 22:22:00,13.0,telefonia,76.0,16.97,325.0,7f8c8b9c2ae27bf3300f670c3d478be8
203096f03d82e0dffbc41ebc2e2bcfb7,delivered,2017-09-18 14:31:30,2017-10-09 22:23:46,21.0,beleza_saude,109.9,8.96,525.0,d2b091571da224a1b36412c18bc3bbfe
f848643eec1d69395095eb3840d2051e,delivered,2018-03-15 08:52:40,2018-03-19 18:08:32,4.0,beleza_saude,79.99,8.91,250.0,4fa1cd166fa598be6de80fa84eaade43
2807d0e504d6d4894d41672727bc139f,delivered,2018-02-03 20:37:35,2018-02-08 16:13:46,4.0,eletronicos,9.5,7.78,200.0,72ae281627a6102d9b3718528b420f8a
95266dbfb7e20354baba07964dac78d5,delivered,2018-01-08 07:55:29,2018-01-26 17:32:38,18.0,bebes,129.99,57.58,14950.0,a166da34890074091a942054b36e4265
f3e7c359154d965827355f39d6b1fdac,delivered,2018-08-09 11:44:40,2018-08-13 18:24:27,4.0,papelaria,89.9,14.21,600.0,62b423aab58096ca514ba6aa06be2f98
fbf9ac61453ac646ce8ad9783d7d0af6,delivered,2018-02-20 23:46:53,2018-03-21 22:03:54,28.0,cool_stuff,109.9,15.53,500.0,3a874b4d4c4b6543206ff5d89287f0c3
acce194856392f074dbf9dada14d8d82,delivered,2018-06-04 00:00:13,2018-06-16 15:20:55,12.0,bebes,90.9,48.64,10950.0,7e20bf5ca92da68200643bda76c504c6
acce194856392f074dbf9dada14d8d82,delivered,2018-06-04 00:00:13,2018-06-16 15:20:55,12.0,bebes,39.5,48.64,350.0,7e20bf5ca92da68200643bda76c504c6
dd78f560c270f1909639c11b925620ea,delivered,2018-03-12 01:50:26,2018-03-21 14:41:50,9.0,perfumaria,47.9,12.79,200.0,8b212b9525f9e74e85e37ed6df37693e
91b2a010e1e45e6ba3d133fa997597be,delivered,2018-05-02 11:45:38,2018-05-16 20:56:24,14.0,relogios_presentes,178.99,13.69,292.0,cce89a605105b148387c52e286ac8335
ecab90c9933c58908d3d6add7c6f5ae3,delivered,2018-02-25 13:50:30,2018-03-27 23:29:14,30.0,ferramentas_jardim,30.1,33.24,850.0,761df82feda9778854c6dafdaeb567e4
f70a0aff17df5a6cdd9a7196128bd354,delivered,2017-08-10 11:58:33,2017-08-18 14:28:02,8.0,bebes,279.0,34.19,16450.0,456dc10730fbdba34615447ea195d643
1790eea0b567cf50911c057cf20f90f9,delivered,2018-04-16 21:15:39,2018-05-05 12:28:34,18.0,climatizacao,186.9,38.0,100.0,52142aa69d8d0e1247ab0cada0f76023
989225ba6d0ebd5873335f7e01de2ae7,delivered,2017-12-12 13:56:04,2018-01-03 18:03:36,22.0,moveis_decoracao,49.0,14.1,3000.0,816f8653d5361cbf94e58c33f2502a5c
d887b52c6516beb39e8cd44a5f8b60f7,delivered,2018-02-03 12:38:58,2018-02-22 00:07:55,18.0,brinquedos,84.9,15.35,800.0,d9ef95f98d8da3b492bb8c0447910498
b276e4f8c0fb86bd82fce576f21713e0,delivered,2018-07-29 23:34:51,2018-07-31 22:48:50,1.0,perfumaria,179.0,9.41,425.0,cf8ffeddf027932e51e4eae73b384059
8563039e855156e48fccee4d611a3196,delivered,2018-02-17 15:59:46,2018-03-20 00:59:25,30.0,ferramentas_jardim,78.0,28.95,850.0,5f16605299d698660e0606f7eae2d2f9
60550084e6b4c0cb89a87df1f3e5ebd9,delivered,2018-02-21 18:15:12,2018-03-13 23:58:43,20.0,eletronicos,39.9,26.89,1207.0,f5458ddc3545711efa883dd7ae7c4497
5acce57f8d9dfd55fa48e212a641a69d,delivered,2017-07-31 21:37:10,2017-08-08 21:24:41,7.0,informatica_acessorios,27.9,15.1,200.0,295ae9b35379e077273387ff64354b6f
434d158e96bdd6972ad6e6d73ddcfd22,delivered,2018-06-01 12:23:13,2018-06-18 21:32:52,17.0,beleza_saude,445.0,63.17,683.0,2a1dfb647f32f4390e7b857c67458536
7206b86ea789983f7a273ea7fa0bc2a8,delivered,2018-03-26 17:12:18,2018-04-05 22:11:18,10.0,cama_mesa_banho,36.9,12.79,700.0,3391c4bc11a817e7973e498b0b023158
1e7aff52cdbb2451ace09d0f848c3699,delivered,2017-05-19 18:53:40,2017-05-31 13:58:46,11.0,ferramentas_jardim,119.99,34.2,6050.0,ddaff536587109b89777e0353215e150
6ea2f835b4556291ffdc53fa0b3b95e8,delivered,2017-11-24 21:27:48,2017-12-28 18:59:23,33.0,utilidades_domesticas,339.0,17.12,14300.0,c7340080e394356141681bd4c9b8fe31
948097deef559c742e7ce321e5e58919,delivered,2017-08-04 17:10:39,2017-08-12 14:08:40,7.0,esporte_lazer,69.9,25.77,281.0,8644be24d48806bc3a88fd59fb47ceb1
d22e9fa5731b9e30e8b27afcdc2f8563,delivered,2018-08-04 23:25:30,2018-08-13 23:34:42,9.0,papelaria,99.0,22.62,450.0,756fb9391752dad934e0fe3733378e57
ee64d42b8cf066f35eac1cf57de1aa85,shipped,2018-06-04 16:44:48,,,beleza_saude,14.49,7.87,125.0,caded193e8e47b8362864762a83db3c5
6ebaec694d7025e2ad4a05dba887c032,delivered,2017-05-18 13:55:47,2017-05-29 12:47:20,10.0,ferramentas_jardim,139.0,14.72,8875.0,4f28355e5c17a4a42d3ce2439a1d4501
d17dc4a904426827ca80f2ccb3a6be56,delivered,2017-05-14 20:28:25,2017-05-25 09:14:31,10.0,esporte_lazer,36.9,17.92,650.0,569cf68214806a39acc0f39344aea67f
25f4376934e13d3508486352e11a5db0,delivered,2018-05-17 16:59:11,2018-05-21 15:22:11,3.0,moveis_decoracao,69.9,12.43,2600.0,12fd2740039676063a874b9567dfa651
5820a1100976432c7968a52da59e9364,delivered,2018-07-29 11:24:17,2018-08-02 22:09:11,4.0,esporte_lazer,33.9,18.34,1150.0,2b56e94c2f66f2d97cfa63356f69cee8
2ce1ad82022c1ba30c2079502ac725aa,delivered,2017-08-09 20:19:05,2017-08-16 17:16:44,6.0,livros_interesse_geral,115.0,15.56,450.0,7f2178c5d771e17f507d3c1637339298
138849fd84dff2fb4ca70a0a34c4aa1c,delivered,2018-02-01 14:02:19,2018-02-14 13:41:59,12.0,construcao_ferramentas_construcao,39.47,13.37,1700.0,9b18f3fc296990b97854e351334a32f6
47aa4816b27ba60ec948cd019cc1afc1,delivered,2018-06-26 13:42:52,2018-07-03 18:37:46,7.0,eletroportateis,53.44,18.47,410.0,148348ff65384b4249b762579532e248
9faeb9b2746b9d7526aef5acb08e2aa0,delivered,2018-07-26 14:39:59,2018-07-31 22:26:55,5.0,esporte_lazer,60.0,15.52,100.0,79183cd650e2bb0d475b0067d45946ac
9faeb9b2746b9d7526aef5acb08e2aa0,delivered,2018-07-26 14:39:59,2018-07-31 22:26:55,5.0,esporte_lazer,60.0,15.52,100.0,79183cd650e2bb0d475b0067d45946ac
641fb0752bf5b5940c376b3a8bb9dc52,delivered,2017-12-15 00:06:10,2018-01-03 15:09:32,19.0,relogios_presentes,369.0,17.33,394.0,f5afca14dfa9dc64251cf2b45c54c363
e425680f760cbc130be3e53a9773c584,delivered,2017-08-31 08:15:24,2017-09-04 20:59:55,4.0,moveis_decoracao,38.4,11.85,950.0,f178c1827f67a8467b0385b7378d951a
40c5e18f7d112b59b3e5113a59a905b3,delivered,2018-06-11 10:25:52,2018-06-19 00:31:13,7.0,perfumaria,119.9,8.78,400.0,67407057a7d5ee17d1cd09523f484d13
734e7d1bbaeb2ff82521ca0fe6fb6f79,delivered,2018-06-11 08:18:19,2018-06-14 21:32:21,3.0,eletroportateis,29.99,13.47,350.0,2932d241d1f31e6df6c701d52370ae02
66e4624ae69e7dc89bd50222b59f581f,delivered,2018-03-09 14:50:15,2018-04-03 13:28:46,24.0,telefonia,22.99,22.85,150.0,684fa6da5134b9e4dab731e00011712d
66e4624ae69e7dc89bd50222b59f581f,delivered,2018-03-09 14:50:15,2018-04-03 13:28:46,24.0,telefonia,22.99,22.85,150.0,684fa6da5134b9e4dab731e00011712d
a685d016c8a26f71a0bb67821070e398,delivered,2017-03-13 18:14:36,2017-04-06 13:37:16,23.0,moveis_decoracao,84.9,14.36,1200.0,911e4c37f5cafe1604fe6767034bf1ae
2edfd6d1f0b4cd0db4bf37b1b224d855,delivered,2017-06-13 21:11:26,2017-06-19 18:51:28,5.0,esporte_lazer,113.0,28.15,5950.0,241e78de29b3090cfa1b5d73a8130c72
68873cf91053cd11e6b49a766db5af1a,delivered,2017-11-30 22:02:15,2017-12-05 20:28:40,4.0,cama_mesa_banho,79.9,11.76,949.0,4632eb5a8f175f6fe020520ae0c678f3
f346ad4ee8f630e5e4ddaf862a34e6dd,delivered,2018-08-05 13:09:48,2018-08-10 18:35:40,5.0,esporte_lazer,39.9,13.76,450.0,dd5095632e3953fc0947b8ab5176b0be
8f06cc6465925031568537b815f1198d,delivered,2017-11-15 11:31:41,2017-11-22 22:41:07,7.0,esporte_lazer,299.0,18.34,1813.0,9916715c2ab6ee1710c9c32f0a534ad2
ccbabeb0b02433bd0fcbac46e70339f2,delivered,2018-02-19 20:31:09,2018-03-09 22:22:25,18.0,alimentos,27.9,15.1,150.0,c77ee2d8ba1614a4d489a44166894938
688052146432ef8253587b930b01a06d,delivered,2018-04-22 08:48:13,2018-04-24 19:31:58,2.0,informatica_acessorios,119.0,24.97,6550.0,81e08b08e5ed4472008030d70327c71f
688052146432ef8253587b930b01a06d,delivered,2018-04-22 08:48:13,2018-04-24 19:31:58,2.0,malas_acessorios,199.0,3.12,12450.0,81e08b08e5ed4472008030d70327c71f
f271576bed568e896f99eb710cd3a6f8,delivered,2018-01-07 21:44:54,2018-01-17 20:26:31,9.0,construcao_ferramentas_construcao,329.9,82.48,10000.0,5dda11942d4f77bee3a46d71e442aec4
f271576bed568e896f99eb710cd3a6f8,delivered,2018-01-07 21:44:54,2018-01-17 20:26:31,9.0,construcao_ferramentas_construcao,329.9,82.48,10000.0,5dda11942d4f77bee3a46d71e442aec4
686541986ecfb7d9296eb67719973bf0,delivered,2018-02-10 13:26:59,2018-02-20 22:13:08,10.0,telefonia,24.89,15.1,125.0,74805bc388861fa350ed2fade8444e0b
68e48e68da1f50f7c5838ea75e3a20dd,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,4.0,automotivo,84.9,13.25,150.0,4afc1dcca5fe8926fc97d60a4497f8ab
68e48e68da1f50f7c5838ea75e3a20dd,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,4.0,automotivo,84.9,13.25,150.0,4afc1dcca5fe8926fc97d60a4497f8ab
68e48e68da1f50f7c5838ea75e3a20dd,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,4.0,automotivo,84.9,13.25,150.0,4afc1dcca5fe8926fc97d60a4497f8ab
68e48e68da1f50f7c5838ea75e3a20dd,delivered,2018-06-18 16:02:23,2018-06-22 21:18:51,4.0,automotivo,84.9,13.25,150.0,4afc1dcca5fe8926fc97d60a4497f8ab
b52cc4919de82b4d696a4380d10804a3,delivered,2018-06-13 13:47:39,2018-06-18 22:32:44,5.0,construcao_ferramentas_construcao,42.99,12.03,1200.0,be8c14c16a4d47194ccdfe10f1fc5b1a
fdf128b3630c21adc9ca4fb8a51b68ec,delivered,2018-07-15 08:33:19,2018-07-24 16:41:18,9.0,alimentos,27.9,18.3,150.0,a9d37ddc8ba4d9f6dbac7d8ec378cc95
a6aeb116d2cb5013eb8a94585b71ffef,delivered,2017-09-13 14:27:11,2017-09-16 15:40:08,3.0,bebes,50.0,9.34,500.0,bb2f5e670f7155dc622c57e4b31d0a69
fa516182d28f96f5f5c651026b0749ee,delivered,2018-04-13 08:44:17,2018-04-19 20:41:45,6.0,climatizacao,190.0,19.41,7350.0,55e6b290205c84ddd23ddf5eb134efd4
6abaad69b8b349c3a529b4b91ce18e46,delivered,2018-02-15 10:33:30,2018-02-24 19:15:56,9.0,cool_stuff,42.9,14.1,250.0,f5618502bee8eafdee72fb6955e2ebdf
974c1993ab8024d3ed16229183c2308d,delivered,2017-02-20 11:45:39,2017-03-09 14:27:58,17.0,beleza_saude,69.9,14.66,500.0,a90391a47de936d56c66a5366cba1462
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-05-10 09:17:55,19.0,utilidades_domesticas,38.0,15.56,705.0,388025bec8128ff20ec1a316ed4dcf02
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-05-10 09:17:55,19.0,utilidades_domesticas,38.0,15.56,705.0,388025bec8128ff20ec1a316ed4dcf02
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-05-10 09:17:55,19.0,utilidades_domesticas,38.0,15.56,705.0,388025bec8128ff20ec1a316ed4dcf02
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-05-10 09:17:55,19.0,utilidades_domesticas,38.0,15.56,705.0,388025bec8128ff20ec1a316ed4dcf02
82bce245b1c9148f8d19a55b9ff70644,delivered,2017-04-20 17:15:46,2017-05-10 09:17:55,19.0,utilidades_domesticas,38.0,15.56,705.0,388025bec8128ff20ec1a316ed4dcf02
a910f58086d58b3ae6f37aa712d377b9,delivered,2017-09-15 09:19:48,2017-09-25 20:14:48,10.0,perfumaria,56.99,15.84,400.0,afb19a4b667cb708caab312757ec3d3f
a910f58086d58b3ae6f37aa712d377b9,delivered,2017-09-15 09:19:48,2017-09-25 20:14:48,10.0,perfumaria,56.99,15.84,400.0,afb19a4b667cb708caab312757ec3d3f
bd4bd0194d6d29f83b8557d4b89b572a,delivered,2018-07-28 16:52:55,2018-08-06 18:44:46,9.0,automotivo,24.99,12.84,300.0,636e15840ab051faa13d3f781b6e4233
634e8f4c0f6744a626f77f39770ac6aa,delivered,2017-08-09 18:32:47,2017-08-16 18:17:54,6.0,relogios_presentes,219.0,15.28,600.0,05e996469a2bf9559c7122b87e156724
6d25592267349b322799e2beb687871e,delivered,2018-08-26 22:04:34,2018-08-29 12:40:53,2.0,relogios_presentes,93.0,7.91,350.0,5bb39c890c91b1d26801aa19a9336eac
6d25592267349b322799e2beb687871e,delivered,2018-08-26 22:04:34,2018-08-29 12:40:53,2.0,relogios_presentes,93.0,7.91,350.0,5bb39c890c91b1d26801aa19a9336eac
b8801cccd8068de30112e4f49903d74a,delivered,2017-07-30 03:06:35,2017-08-01 14:27:31,2.0,beleza_saude,19.99,7.78,100.0,f26a435864aebedff7f7c84f82ee229f
2711a938db643b3f0b62ee2c8a2784aa,delivered,2017-12-22 00:17:37,2018-01-09 19:52:32,18.0,telefonia,45.0,14.1,100.0,29cb486c739f9774c8eb542e07b56cd2
3bc77ce8be27211bac313c2daa402d1a,delivered,2017-04-06 22:39:29,2017-04-11 12:31:36,4.0,beleza_saude,58.2,8.78,83.0,bf141bf67fbe428d558bcf0e018eab60
10c320f977c6a18f91b2d14be13128c6,delivered,2017-05-09 20:48:59,2017-05-18 13:22:35,8.0,cama_mesa_banho,110.99,21.27,1750.0,b673f0597cb0c4d12778f731045f361a
0a4a2fccb27bd83a892fa503987a595b,delivered,2017-04-20 20:42:44,2017-05-11 13:07:46,20.0,cama_mesa_banho,38.5,24.84,950.0,6772a0a230a2667d16c3620f000e1348
e4de6d53ecff736bc68804b0b6e9f635,delivered,2017-10-16 14:56:50,2017-11-08 21:25:24,23.0,moveis_escritorio,179.99,51.13,7417.0,9f6618c17568ac301465fe7ad056c674
6b860b35691d486e45dc98e3514ec5f6,delivered,2017-12-08 09:42:43,2017-12-19 18:43:35,11.0,esporte_lazer,544.0,30.36,10600.0,fee181bf648906d1c57f84f216976286
ec341c54a5ebf8ee0a67a8632aa7579b,delivered,2017-08-26 16:53:30,2017-09-08 20:39:56,13.0,cama_mesa_banho,14.82,15.1,400.0,df9b032b2ad0fd6bf37dfb48e5f83845
cadbb3657dac2dbbd5b84b12e7b78aad,delivered,2018-02-27 12:55:42,2018-03-16 14:59:01,17.0,informatica_acessorios,394.9,14.89,813.0,93ada7a24817edda9f4ab998fa823d16
9defaf92cff22420e4e8ef7784815a55,delivered,2018-05-11 13:10:51,2018-05-21 16:09:55,10.0,fashion_underwear_e_moda_praia,49.9,12.79,450.0,64fb950e760ec8b0db79154a1fa9c1bf
20e0101b20700188cadb288126949685,delivered,2018-01-22 19:22:22,2018-02-15 20:08:15,24.0,moveis_decoracao,89.18,16.38,750.0,48558a50a7ba1aab61891936d2ca7681
0e782c3705510e717d28907746cbda82,delivered,2018-05-01 08:12:37,2018-05-04 14:02:26,3.0,telefonia,29.99,7.39,150.0,3a897024068ed42a183de61d5727d866
d3d6788577c9592da441752e8a1dd5e3,delivered,2017-09-19 22:17:15,2017-10-10 18:43:53,20.0,beleza_saude,58.99,17.66,200.0,8628fac2267e8c8804525da99c10ed0e
86f21bf63784876b9fd6d35f46581d72,delivered,2018-04-11 22:32:31,2018-04-27 23:14:42,16.0,informatica_acessorios,98.44,22.4,200.0,332df68ccac2f2f7d9e11299188f8bce
8447ff843b2616c50c0ced28ab1dae03,delivered,2017-12-20 23:45:07,2018-01-09 18:14:02,19.0,relogios_presentes,219.9,18.79,342.0,e28dd4261bed9c7ba89ecaf411b88f7c
f169bd689fb8b32ccd62df9050aebc0b,delivered,2018-04-22 23:23:18,2018-04-30 17:57:25,7.0,telefonia,759.0,13.08,475.0,82f0b75bb50fcb30711e5277e36b3983
77e9941864fc840be8e4b1ba5347c0f7,delivered,2018-08-03 08:59:39,2018-08-17 00:49:41,13.0,esporte_lazer,65.9,37.37,500.0,3135962ee745ef39b85576df7ddbaa99
41bb5cee06dbf170878a9ef93ac7e7f5,delivered,2018-05-14 08:35:33,2018-05-18 14:48:38,4.0,moveis_decoracao,10.9,12.79,200.0,1833a0540067becaf59368fe4cd4303a
6a0a8bfbbe700284feb0845d95e0867f,delivered,2017-11-22 11:32:22,2017-12-28 19:43:00,36.0,moveis_decoracao,83.9,17.84,1500.0,68451b39b1314302c08c65a29f1140fc
f7959f8385f34c4f645327465a1c9fc4,delivered,2017-03-30 07:50:33,2017-04-10 02:59:52,10.0,cama_mesa_banho,17.9,10.96,300.0,0bf19317b1830a69e55b40710576aa7a
23f553848a03aaab35bb3f9f87725125,delivered,2018-06-05 09:10:34,2018-06-18 12:36:54,13.0,bebes,99.2,18.57,375.0,c622b892a190735ef81c0087973fa16d
e3447938231fb6ba2fee0231b51eca59,delivered,2018-08-26 11:04:26,2018-08-28 21:06:31,2.0,utilidades_domesticas,160.0,12.14,1400.0,2c3642e1392097fb4af76a76fec16a46
e346cd9299371b18c0b28e8e29a5e376,delivered,2017-05-17 08:36:11,2017-05-23 13:32:30,6.0,esporte_lazer,29.9,12.69,2600.0,fb9590a1e30e0ba8304ea73a31325797
a5474c0071dd5d1074e12d417078bbd0,delivered,2018-07-30 22:41:44,2018-08-03 19:28:47,3.0,beleza_saude,13.99,7.39,200.0,ef15b3240b2083e0487762ee2978d2b8
0760a852e4e9d89eb77bf631eaaf1c84,invoiced,2018-08-03 17:44:42,,,artigos_de_natal,35.0,15.35,550.0,d2a79636084590b7465af8ab374a8cf5
bb7c5cf4dff9994daeab7c8ee9d287aa,delivered,2018-03-01 22:14:26,2018-03-09 14:48:21,7.0,beleza_saude,535.9,18.5,593.0,9a4900710ff76d73cb3a0d152e73adf0
66d03fb3c4b0f80b5db04ef9c260336d,delivered,2018-02-06 21:09:10,2018-02-16 20:24:42,9.0,moveis_decoracao,69.9,26.11,12300.0,c39bde0d4030d5e31e654f0c20db9786
a6cd683d4bd3b9b1f0aa37b27f8116d3,delivered,2017-01-28 23:45:53,2017-02-10 17:30:19,12.0,beleza_saude,589.9,20.0,2550.0,48f239e15744ed5e7ffbafc6bb6e882b
bfe42c22ecbf90bc9f35cf591270b6a7,delivered,2018-01-27 22:04:34,2018-02-09 20:16:40,12.0,,27.3,15.1,200.0,803ac05904124294f8767894d6da532b
e1da8361c76cab67aa3588a1fbf1af54,delivered,2017-07-01 15:42:32,2017-07-12 20:17:57,11.0,relogios_presentes,235.99,17.41,4338.0,dd854e24b40e3bc2b306946dee252015
af5b0604e113e1526593d505a26ef39d,delivered,2017-09-27 12:07:22,2017-09-30 17:13:01,3.0,utilidades_domesticas,19.9,8.72,350.0,b896b244963dc7543d400ad82d6710e0
9d531c565e28c3e0d756192f84d8731f,delivered,2017-11-28 21:00:44,2018-01-23 21:38:52,56.0,moveis_decoracao,25.99,14.1,500.0,d4faa220408c20e53595d2950f361f3b
4da3bd761ca73d692ae0f5c252495546,delivered,2018-02-01 12:31:21,2018-02-02 16:12:53,1.0,perfumaria,18.5,7.94,100.0,65ee4aa816cda8ad41e05c75e1cb691e
80d817467dc3d0a4bb5ab8986c962b1f,delivered,2018-08-22 16:10:29,2018-08-28 14:52:43,5.0,papelaria,49.9,16.54,450.0,a4a2abd07b1cdd4902cf245cdfa1451d
80d817467dc3d0a4bb5ab8986c962b1f,delivered,2018-08-22 16:10:29,2018-08-28 14:52:43,5.0,papelaria,49.9,16.54,450.0,a4a2abd07b1cdd4902cf245cdfa1451d
c75acba615d2db29345327974641467d,delivered,2018-07-06 23:36:15,2018-07-13 17:18:42,6.0,beleza_saude,84.99,26.9,2200.0,2b47ff70d422cc3ada976dea40f48782
210e60465099814a1d2c7635e4065153,delivered,2018-05-09 18:27:00,2018-05-22 00:08:26,12.0,cool_stuff,199.0,32.79,7750.0,fc849c5fbc7e2b0c7cfebc138886c693
8fc207e94fa91a7649c5a5dab690272a,delivered,2017-11-26 17:49:46,2018-01-20 13:42:22,54.0,cama_mesa_banho,109.9,25.61,1975.0,c69f8b33e62ecb30ff78ae46d7fb9241
4b3a605942f29d490cb74bd6ace6b9f0,delivered,2017-09-29 09:32:17,2017-09-30 16:55:39,1.0,fashion_bolsas_e_acessorios,29.99,8.11,150.0,e8a332c3433fbd37920ec89fc295d075
1c35ac660d7ef6691b25d20df3d6eccb,delivered,2017-06-27 23:11:57,2017-06-29 10:16:35,1.0,utilidades_domesticas,59.9,14.13,7000.0,68c85132eb3b96fbe6cbddc09a568d24
01a75ac3dd000b7628a684be97c29234,delivered,2018-01-23 10:32:39,2018-02-07 14:59:03,15.0,utilidades_domesticas,42.9,15.1,267.0,57ee2ef64f17a5f9a4bf30489b06326c
0c6b011f8a4f87010c23995f5807d152,delivered,2018-08-20 18:24:30,2018-08-28 13:43:41,7.0,relogios_presentes,43.0,23.02,250.0,a78b75a2ad06180de06b82857ca442b3
ee0c5c649e17808bc4a363d3a80ebf85,delivered,2018-01-30 07:51:17,2018-02-20 15:25:04,21.0,esporte_lazer,12.5,14.1,150.0,cc3590e4afbb4b3e056b50a80a6a7d0c
ee0c5c649e17808bc4a363d3a80ebf85,delivered,2018-01-30 07:51:17,2018-02-20 15:25:04,21.0,esporte_lazer,12.5,14.1,150.0,cc3590e4afbb4b3e056b50a80a6a7d0c
f2fa3795760c35b8c05fa8e2f09d5143,delivered,2018-03-31 14:20:46,2018-04-07 00:06:33,6.0,cama_mesa_banho,179.9,8.41,2050.0,fac60d7c4df3896a5af5db6c91e03797
f2fa3795760c35b8c05fa8e2f09d5143,delivered,2018-03-31 14:20:46,2018-04-07 00:06:33,6.0,moveis_escritorio,119.99,28.05,10475.0,fac60d7c4df3896a5af5db6c91e03797
f2fa3795760c35b8c05fa8e2f09d5143,delivered,2018-03-31 14:20:46,2018-04-07 00:06:33,6.0,moveis_escritorio,149.99,32.05,10975.0,fac60d7c4df3896a5af5db6c91e03797
3923e3ade70348985bd2ca389905cf19,delivered,2018-03-07 23:00:33,2018-03-19 18:46:32,11.0,instrumentos_musicais,59.9,18.25,2750.0,6454e6cba392b35aa21527063026fc92
